case_id	gold_stem	gold_label	lemma	type_tag	shape	is_redup	category	is_valid	status	sentence	tokens_with_pos	head_desc	tail_desc	pattern_desc	insertion_desc	pattern_type	reason
123	小便	True	小便	Modifier-Head	SPLIT	False	SPLIT	False	FN (missed target lemma)	刚刚去厕所小了一次便。	刚刚/AD 去/VV 厕所/NN 小/VA 了/AS 一次/AD 便/VA 。/PU	小/VA (token#4, lex_head=小)	便/VA (token#7, lex_tail=便)	Pattern: 小……便 (none)	了/AS 一次/AD	none	split_candidates_all_failed_pos
124	大便	True	大便	Modifier-Head	SPLIT	False	SPLIT	False	FN (missed target lemma)	如果不舒服，可能大不出来便。	如果/CS 不/AD 舒服/VA ，/PU 可能/VV 大/VA 不/AD 出来/VV 便/VA 。/PU	大/VA (token#6, lex_head=大)	便/VA (token#9, lex_tail=便)	Pattern: 大……便 (none)	不/AD 出来/VV	none	split_candidates_all_failed_pos
125	军训	True	军训	Modifier-Head	SPLIT	False	SPLIT	False	FN (missed target lemma)	大一新生刚军完了训。	大一/NN 新生/NN 刚/AD 军/VV 完/VV 了/AS 训/VV 。/PU	军/VV (token#4, lex_head=军)	训/VV (token#7, lex_tail=训)	Pattern: 军……训 (none)	完/VV 了/AS	none	split_candidates_all_failed_pos
126	体检	True	体检	Modifier-Head	SPLIT	False	SPLIT	False	FN (missed target lemma)	入职前要体了个检。	入职/VV 前/LC 要/VV 体/VV 了/AS 个/M 检/NN 。/PU	体/VV (token#4, lex_head=体)	检/NN (token#7, lex_tail=检)	Pattern: 体……检 (none)	了/AS 个/M	none	split_candidates_all_failed_pos
127	同学	True	同学	Modifier-Head	SPLIT	False	SPLIT	False	FN (missed target lemma)	我和他虽然同过三年学，但不熟。	我/PN 和/CC 他/PN 虽然/CS 同/AD 过/VV 三年/NT 学/NN ，/PU 但/AD 不/AD 熟/VA 。/PU	同/AD (token#5, lex_head=同)	学/NN (token#8, lex_tail=学)	Pattern: 同……学 (none)	过/VV 三年/NT	none	split_candidates_all_failed_pos
128	暂停	True	暂停	Modifier-Head	SPLIT	False	SPLIT	False	FN (missed target lemma)	裁判示意比赛暂了个停。	裁判/NN 示意/VV 比赛/NN 暂/VV 了/AS 个/M 停/VV 。/PU	暂/VV (token#4, lex_head=暂)	停/VV (token#7, lex_tail=停)	Pattern: 暂……停 (none)	了/AS 个/M	none	split_candidates_all_failed_pos
129	散步	True	散步	Verb-Object	SPLIT	True	REDUP	True	TP (hit target lemma)	晚饭后我们去散散步。	晚饭/NN 后/LC 我们/PN 去/VV 散散步/VV 。/PU	散散步/VV (token#5, lex_head=散)	散散步/VV (token#5, lex_tail=步)	Pattern: 散……步 (same_token)	(inside one token; not separated)	same_token	redup_from_hfst
130	见面	True	见面	Verb-Object	SPLIT	True	REDUP	True	TP (hit target lemma)	好久不见，咱们见一见面吧。	好久/AD 不见/VV ，/PU 咱们/PN 见/VV 一/CD 见面/VV 吧/SP 。/PU	见面/VV (token#7, lex_head=见)	见面/VV (token#7, lex_tail=面)	Pattern: 见……面 (same_token)	(inside one token; not separated)	same_token	redup_from_hfst
131	聊天	True	聊天	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	周末找个咖啡馆聊聊天。	周末/NT 找/VV 个/M 咖啡馆/NN 聊聊天/VV 。/PU	聊聊天/VV (token#5, lex_head=聊)	聊聊天/VV (token#5, lex_tail=天)	Pattern: 聊……天 (same_token)	(inside one token; not separated)	same_token	split_same_token_fallback_whole_pos
131	聊天	True	聊天	Verb-Object	WHOLE	False	WHOLE	True	TP (hit target lemma)	周末找个咖啡馆聊聊天。	周末/NT 找/VV 个/M 咖啡馆/NN 聊聊天/VV 。/PU	聊聊天/VV (token#5, lex_head=聊)	聊聊天/VV (token#5, lex_tail=天)	Pattern: 聊……天 (none)	(inside one token; not separated)	none	pos_ok
132	睡觉	True	睡觉	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	困了就去睡睡觉。	困/VA 了/AS 就/AD 去/VV 睡睡觉/VV 。/PU	睡睡觉/VV (token#5, lex_head=睡)	睡睡觉/VV (token#5, lex_tail=觉)	Pattern: 睡……觉 (same_token)	(inside one token; not separated)	same_token	split_same_token_fallback_whole_pos
132	睡觉	True	睡觉	Verb-Object	WHOLE	False	WHOLE	True	TP (hit target lemma)	困了就去睡睡觉。	困/VA 了/AS 就/AD 去/VV 睡睡觉/VV 。/PU	睡睡觉/VV (token#5, lex_head=睡)	睡睡觉/VV (token#5, lex_tail=觉)	Pattern: 睡……觉 (none)	(inside one token; not separated)	none	pos_ok
133	把脉	True	把脉	Verb-Object	SPLIT	True	REDUP	True	TP (hit target lemma)	医生给他把把脉。	医生/NN 给/P 他/PN 把把脉/VV 。/PU	把把脉/VV (token#4, lex_head=把)	把把脉/VV (token#4, lex_tail=脉)	Pattern: 把……脉 (same_token)	(inside one token; not separated)	same_token	redup_from_hfst
134	洗澡	True	洗澡	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	身上脏了，去洗洗澡。	身上/NN 脏/VA 了/SP ，/PU 去/VV 洗洗澡/VV 。/PU	洗洗澡/VV (token#6, lex_head=洗)	洗洗澡/VV (token#6, lex_tail=澡)	Pattern: 洗……澡 (same_token)	(inside one token; not separated)	same_token	split_same_token_fallback_whole_pos
134	洗澡	True	洗澡	Verb-Object	WHOLE	False	WHOLE	True	TP (hit target lemma)	身上脏了，去洗洗澡。	身上/NN 脏/VA 了/SP ，/PU 去/VV 洗洗澡/VV 。/PU	洗洗澡/VV (token#6, lex_head=洗)	洗洗澡/VV (token#6, lex_tail=澡)	Pattern: 洗……澡 (none)	(inside one token; not separated)	none	pos_ok
136	帮忙	False	帮忙	Verb-Object	SPLIT	False	SPLIT	False	TN (correctly ignored in negative case)	丐帮的人都很忙。	丐帮/NN 的/DEC 人/NN 都/AD 很/AD 忙/VA 。/PU	丐帮/NN (token#1, lex_head=帮)	忙/VA (token#6, lex_tail=忙)	Pattern: 帮……忙 (none)	的/DEC 人/NN 都/AD 很/AD	none	split_candidates_all_failed_pos
137	大便	False	吃亏	Verb-Object	SPLIT	False	SPLIT	True	FP (gold label=False but lemma accepted)	贪小便宜吃大亏，这次大便宜没占到。	贪/VV 小便宜/NN 吃/VV 大/JJ 亏/NN ，/PU 这次/DT 大便宜/NN 没/AD 占到/VV 。/PU	吃/VV (token#3, lex_head=吃)	亏/NN (token#5, lex_tail=亏)	Pattern: 吃……亏 (two_tokens)	大/JJ	two_tokens	split_two_tokens_V_then_N
137	大便	False	大便	Modifier-Head	WHOLE	False	WHOLE	True	FP (gold label=False but lemma accepted)	贪小便宜吃大亏，这次大便宜没占到。	贪/VV 小便宜/NN 吃/VV 大/JJ 亏/NN ，/PU 这次/DT 大便宜/NN 没/AD 占到/VV 。/PU	大便宜/NN (token#8, lex_head=大)	大便宜/NN (token#8, lex_tail=便)	Pattern: 大……便 (none)	(inside one token; not separated)	none	pos_ok
137	大便	False	小便	Modifier-Head	WHOLE	False	WHOLE	True	FP (gold label=False but lemma accepted)	贪小便宜吃大亏，这次大便宜没占到。	贪/VV 小便宜/NN 吃/VV 大/JJ 亏/NN ，/PU 这次/DT 大便宜/NN 没/AD 占到/VV 。/PU	小便宜/NN (token#2, lex_head=小)	小便宜/NN (token#2, lex_tail=便)	Pattern: 小……便 (none)	(inside one token; not separated)	none	pos_ok
138	将军	False	将军	PseudoV-O	WHOLE	False	WHOLE	False	TN (correctly ignored in negative case)	我们要将军法从事，严惩不贷。	我们/PN 要/VV 将/BA 军法/NN 从事/VV ，/PU 严惩不贷/VV 。/PU			Pattern: 将……军 (none)		none	lemma_not_found_in_tokens
139	告状	False	告状	Verb-Object	SPLIT	False	SPLIT	True	FP (gold label=False but lemma accepted)	他详细报告了目前的状况。	他/PN 详细/AD 报告/VV 了/AS 目前/NT 的/DEG 状况/NN 。/PU	报告/VV (token#3, lex_head=告)	状况/NN (token#7, lex_tail=状)	Pattern: 告……状 (two_tokens)	了/AS 目前/NT 的/DEG	two_tokens	split_two_tokens_V_then_N
