sent_id	gold_stem	gold_label	error_type	sentence	lemma	type_tag	shape	head	tail	hfst_analysis	insertion	insertion_tagged	insertion_type	detected_error	confidence_score	tokens_pos	head_token_idx	tail_token_idx	head_pos	tail_pos	pos_pattern	pos_validation
145	游泳	True		他等下要去游游泳。	游泳	Verb-Object	REDUP	游	泳	游泳+Lemma+Verb-Object+REDUP+Head:游+Tail:泳			REDUP_SKIP		1.0	他/PN 等/VV 下/AD 要/VV 去/VV 游游泳/VV 。/PU	5	5	VV	VV	same_token	pos_valid
146	请客	True		该你请请客了。	请客	Verb-Object	REDUP	请	客	请客+Lemma+Verb-Object+REDUP+Head:请+Tail:客			REDUP_SKIP		1.0	该/VV 你/PN 请请客/VV 了/SP 。/PU	2	2	VV	VV	same_token	pos_valid
147	放假	True		给孩子们放放假吧。	放假	Verb-Object	REDUP	放	假	放假+Lemma+Verb-Object+REDUP+Head:放+Tail:假			REDUP_SKIP		1.0	给/P 孩子/NN 们/NN 放放假/VV 吧/SP 。/PU	3	3	VV	VV	same_token	pos_valid
148	加班	True		要辛苦你加加班了。	加班	Verb-Object	REDUP	加	班	加班+Lemma+Verb-Object+REDUP+Head:加+Tail:班			REDUP_SKIP		1.0	要/VV 辛苦/VV 你/PN 加加班/VV 了/SP 。/PU	3	3	VV	VV	same_token	pos_valid
154	走路	False	COINCIDENCE	我走在乡间的小路上。	走路	Verb-Object	SPLIT	走	路	走路+Lemma+Verb-Object+SPLIT+Head:走+Tail:路	在乡间的DE小MOD	的:DE+小:MOD	MODIFIER_DE		0.4	我/PN 走/VV 在/P 乡间/NN 的/DEG 小路/NN 上/LC 。/PU	1	5	VV	NN	separate_tokens	pos_valid
155	跑步	False	COINCIDENCE	他跑完了这一步棋。	跑步	Verb-Object	SPLIT	跑	步	跑步+Lemma+Verb-Object+SPLIT+Head:跑+Tail:步	完RES了ASPECT这DEM一NUM	完:RES+了:ASPECT+这:DEM+一:NUM	ASPECT		1.0	他/PN 跑完/VV 了/AS 这/DT 一/CD 步/M 棋/NN 。/PU	1	5	VV	M	separate_tokens	pos_valid
157	上网	False	COINCIDENCE	蜘蛛爬上了高高的网架。	上网	Verb-Object	SPLIT	上	网	上网+Lemma+Verb-Object+SPLIT+Head:上+Tail:网	了ASPECT高MOD高MOD的DE	了:ASPECT+高:MOD+高:MOD+的:DE	ASPECT		1.0	蜘蛛/NN 爬上/VV 了/AS 高高/JJ 的/DEG 网架/NN 。/PU	1	5	VV	NN	separate_tokens	pos_valid
162	写字	False	COINCIDENCE	请在纸上写下你的名字。	写字	Verb-Object	SPLIT	写	字	写字+Lemma+Verb-Object+SPLIT+Head:写+Tail:字	下CLF你PRO的DE名	下:CLF+你:PRO+的:DE	QUANTIFIER		0.75	请/VV 在/P 纸/NN 上/LC 写下/VV 你/PN 的/DEG 名字/NN 。/PU	4	7	VV	NN	separate_tokens	pos_valid
170	聊天	False	COINCIDENCE	英国的人喜欢聊天气。	聊天	Verb-Object	WHOLE	聊	天	聊天+Lemma+Verb-Object+WHOLE+Head:聊+Tail:天			EMPTY		0.5	英国/NR 的/DEG 人/NN 喜欢/VV 聊/VV 天气/NN 。/PU	4	5	VV	NN	separate_tokens	pos_valid
179	拜年	False	COINCIDENCE	礼拜天年轻人都在休息。	拜年	Verb-Object	SPLIT	拜	年	拜年+Lemma+Verb-Object+SPLIT+Head:拜+Tail:年	天CLF	天:CLF	QUANTIFIER		1.0	礼拜天/NT 年轻人/NN 都/AD 在/AD 休息/VV 。/PU	0	1	NT	NN	separate_tokens	pos_override_by_confidence:1.00;original:head_pos_invalid:NT
187	告状	False	COINCIDENCE	他详细报告了目前的状况。	告状	Verb-Object	SPLIT	告	状	告状+Lemma+Verb-Object+SPLIT+Head:告+Tail:状	了ASPECT目前的DE	了:ASPECT+的:DE	ASPECT		0.5	他/PN 详细/AD 报告/VV 了/AS 目前/NT 的/DEG 状况/NN 。/PU	2	6	VV	NN	separate_tokens	pos_valid
193	吃醋	False	COINCIDENCE	你吃饺子不配醋吗？	吃醋	Verb-Object	SPLIT	吃	醋	吃醋+Lemma+Verb-Object+SPLIT+Head:吃+Tail:醋	饺子TIME不RES配	子:TIME+不:RES	RESULTATIVE		0.5	你/PN 吃/VV 饺子/NN 不配/VV 醋/NN 吗/SP ？/PU	1	4	VV	NN	separate_tokens	pos_valid
212	值班	False	COINCIDENCE	他值得全班的表扬。	值班	Verb-Object	SPLIT	值	班	值班+Lemma+Verb-Object+SPLIT+Head:值+Tail:班	得RES全	得:RES	RESULTATIVE		0.5	他/PN 值得/VV 全班/NN 的/DEG 表扬/NN 。/PU	1	2	VV	NN	separate_tokens	pos_valid
223	吃苦	False	COINCIDENCE	他吃了一口苦瓜。	吃苦	Verb-Object	SPLIT	吃	苦	吃苦+Lemma+Verb-Object+SPLIT+Head:吃+Tail:苦	了ASPECT一NUM口CLF	了:ASPECT+一:NUM+口:CLF	ASPECT_QUANT		1.0	他/PN 吃/VV 了/AS 一/CD 口/M 苦瓜/NN 。/PU	1	5	VV	NN	separate_tokens	pos_valid
261	将军	False	COINCIDENCE	我们将军法处置，严惩不贷。	将军	PseudoV-O	WHOLE	将	军	将军+Lemma+PseudoV-O+WHOLE+Head:将+Tail:军			EMPTY		0.5	我们/PN 将/BA 军法/NN 处置/VV ，/PU 严惩不贷/VV 。/PU	1	2	BA	NN	separate_tokens	pos_valid
266	小便	False	CROSS_CONST	贪小便宜吃大亏。	吃亏	Verb-Object	SPLIT	吃	亏	吃亏+Lemma+Verb-Object+SPLIT+Head:吃+Tail:亏	大MOD	大:MOD	MODIFIER		1.0	贪/VV 小便宜/NN 吃/VV 大/JJ 亏/NN 。/PU	2	4	VV	NN	separate_tokens	pos_valid
267	大便	False	COINCIDENCE	父亲18岁大的时候便去广东了。	大便	Modifier-Head	SPLIT	大	便	大便+Lemma+Modifier-Head+SPLIT+Head:大+Tail:便	的DE时TIME候	的:DE+时:TIME	UNKNOWN		0.6666666666666666	父亲/NN 18岁/NT 大/VA 的/DEC 时候/NN 便/AD 去/VV 广东/NR 了/SP 。/PU	2	5	VA	AD	separate_tokens	pos_override_by_confidence:0.67;original:tail_pos_blacklisted:AD
